sample_idx,sample_type,tied_best_scores,first_margin
268,1,27,0.0028114672750234604
269,1,52,0.021465318277478218
270,1,67,0.03672250360250473
271,2,1,0.20958355069160461
272,1,1,0.4116118550300598
273,1,1,0.5415757894515991
274,1,8,0.10472746193408966
275,1,1,0.0920092910528183
276,1,3,0.39923200011253357
277,1,2,0.005901169031858444
278,2,1,0.20121748745441437
279,2,1,0.26081782579421997
280,1,16,0.021081602200865746
281,3,1,0.038162484765052795
282,2,1,0.10324416309595108
283,1,18,0.014814206399023533
284,1,1,0.18555250763893127
285,1,47,0.03710898384451866
286,1,6,0.03566307947039604
287,1,27,0.0042672655545175076
288,2,1,0.1764192283153534
289,1,2,0.2305878847837448
290,1,1,0.11361963301897049
291,1,1,0.2711259126663208
292,1,1,0.2999170422554016
293,1,21,0.00196973723359406
294,1,36,0.007725235540419817
295,2,1,0.16773134469985962
296,2,1,0.10273709893226624
297,3,1,0.0421481616795063
298,2,1,0.010624141432344913
299,2,1,0.23385168612003326
300,2,2,0.00523943267762661
301,2,1,0.038217898458242416
302,1,1,0.18755421042442322
303,1,74,0.8218884468078613
304,1,63,0.0034850253723561764
305,1,54,0.1076882928609848
306,2,9,0.013448796235024929
307,1,5,0.0629303902387619
308,2,1,0.48705244064331055
309,1,18,0.014502539299428463
310,1,51,0.20718081295490265
311,1,6,0.0035565306898206472
312,2,1,0.36031004786491394
313,2,2,0.09048202633857727
314,1,1,0.055985573679208755
315,2,1,0.001639438676647842
316,2,3,0.0023375998716801405
317,2,1,0.11981811374425888
318,1,1,0.5013982057571411
319,1,5,0.013467763550579548
320,1,42,0.0007993301842361689
321,1,1,0.12310341000556946
322,2,1,0.033282049000263214
323,3,1,0.16357137262821198
324,1,39,0.01221410557627678
325,1,1,0.035404909402132034
326,1,27,0.05705399811267853
327,3,1,0.17576053738594055
328,1,1,0.039409808814525604
329,2,1,0.15026646852493286
330,2,1,0.058674536645412445
331,2,1,0.3013469874858856
332,2,1,0.12328831106424332
333,1,41,0.2111448496580124
334,1,1,0.26565638184547424
335,1,40,0.004947672598063946
336,1,8,0.01677914708852768
337,2,1,0.18216660618782043
338,1,53,0.1097431629896164
339,2,1,0.05768326297402382
340,1,1,0.40354281663894653
341,1,1,0.5058602690696716
342,2,1,0.19491153955459595
343,1,2,0.019546575844287872
344,2,1,0.17057126760482788
345,1,7,0.011052328161895275
346,1,1,0.04563900828361511
347,1,1,0.31790438294410706
348,2,4,0.1310814619064331
349,2,4,0.028985949233174324
350,2,1,0.1746995896100998
351,2,1,0.1421513855457306
352,2,1,0.0006119951722212136
353,2,1,0.0739976018667221
354,1,1,0.0684223398566246
355,1,36,0.00020970680634491146
356,1,33,0.00016147126734722406
357,1,1,0.2269737422466278
358,2,1,0.007855468429625034
359,2,1,0.14094728231430054
360,2,3,0.022540980949997902
361,1,12,0.028924209997057915
362,1,16,0.038815923035144806
363,1,37,0.026100872084498405
364,1,8,0.9999979734420776
365,2,1,0.21557709574699402
366,1,15,0.02666672132909298
367,1,1,0.008661910891532898
368,1,5,0.14093217253684998
369,1,1,0.002442676806822419
370,1,1,0.271065890789032
371,1,5,0.16497452557086945
372,2,1,0.04230034351348877
373,2,1,0.03832394257187843
374,2,1,0.11045724153518677
375,2,1,0.1783064305782318
376,1,1,0.20527029037475586
377,1,12,0.004921952728182077
378,2,1,0.2678678631782532
379,3,1,0.11986926943063736
380,1,33,0.0004997135256417096
381,3,1,0.04995058849453926
382,1,10,0.01361143309623003
383,2,1,0.17094780504703522
384,2,1,0.13203901052474976
385,2,1,0.17780724167823792
386,2,1,0.11601495742797852
387,2,1,0.32522276043891907
388,1,1,0.4979640245437622
389,1,1,0.5713602304458618
390,1,1,0.03286232426762581
391,2,1,0.28487226366996765
392,2,1,0.010548075661063194
393,2,1,0.16487759351730347
394,1,77,0.5067107677459717
395,2,1,0.2790762484073639
396,1,40,0.05113181099295616
397,1,1,0.14383508265018463
398,1,22,0.008895128965377808
399,1,1,0.25184401869773865
400,1,8,0.02968844585120678
401,1,1,0.22843718528747559
402,1,55,0.007651945576071739
403,2,1,0.3178138732910156
404,1,57,0.030138950794935226
405,1,5,0.03746919333934784
406,1,2,0.11076676100492477
407,1,3,0.07411523908376694
408,1,34,0.0875103771686554
409,2,1,0.015802759677171707
410,1,17,0.06427261233329773
411,1,1,0.14237596094608307
412,1,1,0.0871310904622078
413,2,1,0.08294984698295593
414,2,1,0.18301743268966675
415,1,1,0.0588165782392025
416,2,1,0.11992108076810837
417,1,1,0.28485724329948425
418,1,25,0.00013066139945294708
419,1,16,0.09815563261508942
420,1,1,0.339333713054657
421,1,1,0.3052937090396881
422,1,12,0.022166142240166664
423,1,58,0.2653864920139313
424,1,2,0.06750371307134628
425,1,34,0.062049899250268936
426,1,14,0.0013866263907402754
427,1,1,0.30334579944610596
428,1,30,0.010944305919110775
429,2,1,0.17089158296585083
430,1,21,0.00019188341684639454
431,1,1,0.2658286988735199
432,1,1,0.20777373015880585
433,2,2,0.21200056374073029
434,2,1,0.24914999306201935
435,1,22,0.09306365996599197
436,1,1,0.00983504019677639
437,1,7,0.1405114382505417
438,2,1,0.03736373409628868
439,1,25,0.020759401842951775
440,2,1,0.10138634592294693
441,2,1,0.12173930555582047
442,1,28,0.10314645618200302
443,1,1,0.28937119245529175
444,1,1,0.21491160988807678
445,1,1,0.18724389374256134
446,1,63,0.07073661684989929
447,1,10,0.0747901201248169
448,1,1,0.2832419276237488
449,2,1,0.436710923910141
450,1,15,0.06384129822254181
451,1,1,0.11183818429708481
452,2,1,0.24553517997264862
453,1,27,0.038038238883018494
454,1,5,0.08298768848180771
455,1,71,0.06011071056127548
456,1,27,0.06978121399879456
457,1,22,0.03735620528459549
458,1,1,0.0017364390660077333
459,1,1,0.3889756202697754
460,1,1,0.043848659843206406
461,3,1,0.08542709797620773
462,2,2,0.02933618053793907
463,2,1,0.005359376780688763
464,2,33,0.04372856393456459
465,1,7,0.039361316710710526
466,2,1,0.020565534010529518
467,1,6,0.013936826027929783
468,1,15,0.015839917585253716
469,2,1,0.14502494037151337
470,2,1,0.054478053003549576
471,1,1,0.2719966173171997
472,1,1,0.37057751417160034
473,1,1,0.09118203073740005
474,1,1,0.1597590297460556
475,2,1,0.0061210994608700275
476,1,1,0.1973692923784256
477,1,39,0.06520599871873856
478,1,38,0.06671155244112015
479,1,3,0.23123198747634888
480,1,21,0.02486727200448513
481,1,26,0.010252117179334164
482,1,42,0.041633252054452896
483,2,4,0.014479923993349075
484,2,1,0.15051357448101044
485,2,1,0.1360894739627838
486,2,1,0.20903675258159637
487,1,60,0.006048101466149092
488,3,1,0.10738470405340195
489,1,49,0.07219067215919495
490,2,1,0.21831762790679932
491,1,1,0.02035241387784481
492,2,1,0.15882736444473267
493,2,1,0.18909864127635956
494,2,1,0.15119320154190063
495,1,22,0.00020073421183042228
496,1,30,0.006939978338778019
497,1,1,0.15839239954948425
498,2,1,0.14493846893310547
499,1,12,9.999659232562408e-05
500,1,37,0.006018111947923899
501,1,7,0.04620997980237007
502,1,80,0.14368054270744324
503,1,36,0.0001606694277143106
504,2,1,0.2025228589773178
505,1,1,0.417614609003067
506,1,1,0.384528249502182
507,2,1,0.17933814227581024
508,1,2,0.030025018379092216
509,2,1,0.067527174949646
510,1,1,0.07356267422437668
511,1,28,0.12037469446659088
512,1,32,0.0011551480274647474
513,2,1,0.3045681416988373
514,2,1,0.2498917579650879
515,1,4,0.08149629831314087
516,2,1,0.001788447261787951
517,1,64,0.0026639157440513372
518,2,1,0.07098384946584702
519,1,1,0.06112402305006981
520,1,1,0.32875046133995056
521,1,4,0.03359968215227127
522,1,11,0.010225901380181313
523,2,1,0.39662760496139526
524,1,1,0.22982972860336304
525,1,1,0.2708475589752197
526,2,2,0.004682585131376982
527,1,64,0.07468488812446594
528,1,4,0.10670533776283264
529,2,1,0.022615952417254448
530,2,1,0.014606636017560959
531,2,4,0.05819040536880493
532,2,1,0.05858926475048065
533,1,40,0.00025439122691750526
534,1,64,0.00793661829084158
535,1,66,0.024499552324414253
536,3,1,0.017954561859369278
537,2,2,6.828923505963758e-05
538,1,5,7.661657582502812e-05
539,1,1,0.03726266697049141
540,1,1,0.14478497207164764
541,1,1,0.5314826369285583
542,2,1,0.22480133175849915
543,2,1,0.23418846726417542
544,2,1,0.1908070594072342
545,1,14,0.00014131101488601416
546,2,1,0.14842763543128967
547,1,32,0.052620016038417816
548,3,3,0.027461428195238113
549,1,3,0.06564792990684509
550,1,2,0.12920023500919342
551,1,1,0.3670880198478699
552,2,1,0.31279516220092773
553,3,1,0.3002895712852478
554,1,1,0.07916951179504395
555,2,1,0.12276842445135117
556,1,1,0.12327636778354645
557,1,1,0.13326917588710785
558,2,1,0.3387479782104492
559,1,8,0.03692522644996643
560,2,1,0.032786015421152115
561,1,55,0.0020904026459902525
562,1,6,0.10452225059270859
563,1,19,0.021140193566679955
564,1,25,0.0030796413775533438
565,2,1,0.1699041873216629
566,1,11,0.02363778091967106
567,2,1,0.10362695902585983
568,1,18,0.04266594722867012
569,2,1,0.16684044897556305
570,1,58,0.07797858864068985
571,2,1,0.1862729787826538
572,1,90,0.41242507100105286
573,1,14,0.0772399976849556
574,1,3,0.036698732525110245
575,1,50,0.19452248513698578
576,1,26,0.040189228951931
577,1,50,0.02629276178777218
578,1,34,0.0015941679012030363
579,1,77,0.09761513024568558
580,3,1,0.31266507506370544
581,2,1,0.009591459296643734
582,2,1,0.24544629454612732
583,3,1,0.05530964955687523
584,2,1,0.033734746277332306
585,2,1,0.06083535775542259
586,2,5,0.10406024754047394
587,1,55,0.06758404523134232
588,1,1,0.33125659823417664
589,2,1,0.23195749521255493
590,2,1,0.17735986411571503
591,1,9,0.014202306978404522
592,2,1,0.03355931118130684
593,1,1,0.3469916880130768
594,1,1,0.42443183064460754
595,1,46,0.04643965885043144
596,1,23,0.01104783732444048
597,1,5,0.048519499599933624
598,2,1,0.05137583985924721
599,1,1,0.21907292306423187
600,1,1,0.13461269438266754
601,2,1,0.08678530901670456
602,2,1,0.3187256455421448
603,1,1,0.2843075394630432
604,2,1,0.12388065457344055
605,3,1,0.03579093515872955
606,3,1,0.17763751745224
607,1,1,0.018355444073677063
608,1,45,0.023540308699011803
609,1,1,0.2699047029018402
610,2,1,0.03401489555835724
611,1,1,0.21339131891727448
612,1,40,0.06894667446613312
613,1,4,0.057730432599782944
614,2,1,0.05734257400035858
615,1,2,0.06746482104063034
616,2,1,0.01740185171365738
617,1,1,0.4675750732421875
618,1,51,0.42206406593322754
619,1,49,0.043013375252485275
620,1,27,0.02154386229813099
621,2,1,0.16385295987129211
622,1,2,0.04814232140779495
623,1,26,0.0528440922498703
624,1,4,0.031168131157755852
625,1,1,0.10670939832925797
626,1,50,0.0030589872039854527
627,2,1,0.26780232787132263
628,1,5,8.148420602083206e-05
629,1,8,0.7375386953353882
630,1,41,0.00021661950449924916
631,2,1,0.29670584201812744
632,1,61,0.06715293973684311
633,2,1,0.1156165599822998
634,2,1,0.03827228769659996
635,1,1,0.2477843463420868
636,3,1,0.07965900748968124
637,1,1,0.048844702541828156
638,1,1,0.2582237124443054
639,2,1,0.04632144048810005
640,3,1,0.08795233815908432
641,3,1,0.2537948489189148
642,1,37,0.013514624908566475
643,1,1,0.17797039449214935
644,1,4,0.20942841470241547
645,1,18,0.0006350585026666522
646,2,1,0.07346484810113907
647,3,1,0.06357306987047195
648,1,1,0.39396539330482483
649,1,23,0.01679660752415657
650,1,1,0.08167947083711624
651,1,53,0.00038897120975889266
652,1,39,0.049657199531793594
653,1,56,0.05467529222369194
654,1,22,0.015838420018553734
655,1,23,0.0855320543050766
656,2,5,0.025373201817274094
657,1,3,0.2292049676179886
658,2,1,0.022226758301258087
659,2,6,0.059883493930101395
660,2,1,0.5345228314399719
661,1,1,0.32053142786026
662,1,1,0.6078912019729614
663,1,1,0.29461637139320374
664,2,1,0.23084589838981628
665,2,1,0.018626561388373375
666,3,1,0.1774388700723648
667,3,1,0.011717728339135647
668,1,55,0.13195988535881042
669,2,1,0.23092631995677948
670,1,2,0.07935672998428345
671,1,11,0.032630935311317444
672,2,1,0.11447073519229889
673,1,11,0.003578790230676532
674,2,1,0.029694413766264915
675,2,1,0.07190553098917007
676,1,1,0.04956551641225815
677,1,1,0.14625942707061768
678,1,2,0.15155817568302155
679,1,3,0.07378588616847992
680,1,72,0.08235076814889908
681,2,1,0.06760012358427048
682,1,20,0.03483738750219345
683,2,1,0.03554505854845047
684,1,31,0.0817539244890213
685,1,6,0.07818611711263657
686,1,43,0.9900000095367432
687,1,1,0.11968601495027542
688,2,3,0.05929618701338768
689,1,51,0.02474895492196083
690,2,3,0.05778518691658974
691,2,1,0.1886744350194931
692,3,1,0.019487351179122925
693,1,1,0.15836195647716522
694,2,2,0.014031929895281792
695,2,5,0.08324450999498367
696,3,1,0.18772773444652557
697,1,3,0.12576135993003845
698,2,1,0.03874405473470688
699,2,1,0.13211311399936676
700,1,1,0.5448877811431885
701,3,1,0.10506477952003479
702,1,35,0.011120744980871677
703,2,1,0.055093031376600266
704,2,1,0.15195688605308533
705,1,25,0.03069446235895157
706,1,1,0.43973350524902344
707,2,1,0.04861844703555107
708,3,1,0.004719301126897335
709,1,2,0.0732053890824318
710,3,1,0.08715483546257019
711,1,41,0.000317198020638898
712,2,1,0.0467892624437809
713,1,1,0.1286637932062149
714,1,89,0.025818878784775734
715,1,67,0.6368409395217896
716,2,1,0.02973361127078533
717,1,10,0.06767886132001877
718,1,31,0.09300702065229416
719,1,1,0.2999360263347626
720,1,71,0.25523048639297485
721,2,1,0.029611609876155853
722,2,1,0.029473358765244484
723,2,1,0.09777771681547165
724,2,1,0.17024007439613342
725,1,11,0.0035913456231355667
726,2,1,0.02605484053492546
727,3,1,0.0888437032699585
728,3,1,0.032139621675014496
729,1,31,0.008026587776839733
730,1,16,0.009859918616712093
731,2,1,0.015351584181189537
732,1,1,0.31900131702423096
733,1,50,0.18243487179279327
734,1,2,0.19313287734985352
735,1,1,0.3553221523761749
736,2,1,0.41639381647109985
737,2,1,0.06194671615958214
738,1,1,0.027808429673314095
739,1,2,0.011731050908565521
740,1,24,0.00028468153323046863
741,2,1,0.19790612161159515
742,2,1,0.3159480392932892
743,1,1,0.6510016322135925
744,1,3,0.03571159020066261
745,2,1,0.14717549085617065
746,1,20,0.013433557003736496
747,1,4,0.9999979734420776
748,1,7,0.07658040523529053
749,1,31,0.02334042638540268
750,1,3,0.12166696041822433
751,1,25,0.0685916319489479
752,2,1,0.28892454504966736
753,1,38,0.05936097726225853
754,1,27,0.034554220736026764
755,1,35,0.17054453492164612
756,1,2,0.06619071960449219
757,1,39,0.044752005487680435
758,2,1,0.4769866466522217
759,2,1,0.058609262108802795
760,3,1,0.04278405010700226
761,1,35,0.03162688761949539
762,1,44,0.03596274554729462
763,1,1,0.007292262278497219
764,1,33,0.050655659288167953
765,1,19,0.05420001596212387
766,1,24,0.08325448632240295
767,1,49,0.05372075363993645
768,2,1,0.45091015100479126
769,2,1,0.13988235592842102
770,2,1,0.04901235178112984
771,1,7,0.007651297375559807
772,2,2,0.17439816892147064
773,3,1,0.22439926862716675
774,2,1,0.13047094643115997
775,2,1,0.016776178032159805
776,1,1,0.11752571910619736
777,1,1,0.24097248911857605
778,1,1,0.6919436454772949
779,1,1,0.02412588894367218
780,1,25,0.08335240185260773
781,2,1,0.3268268406391144
782,1,1,0.40493306517601013
783,2,1,0.020481757819652557
784,2,3,0.0074628135189414024
785,1,1,0.6333733797073364
786,2,1,0.020538436248898506
787,1,44,0.9900000095367432
788,1,1,0.12230367213487625
789,2,1,0.07426396757364273
790,1,22,0.006078350357711315
791,1,57,0.035532448440790176
792,2,1,0.09326547384262085
793,2,1,0.3237292468547821
794,2,1,0.02028660848736763
795,2,1,0.2805139124393463
796,2,1,0.1418430358171463
797,2,2,0.17536133527755737
798,2,1,0.019223401322960854
799,1,8,0.11402978748083115
800,1,50,0.026021430268883705
801,2,1,0.16824971139431
802,1,30,0.11448532342910767
803,2,1,0.07799067348241806
804,1,1,0.03619487211108208
805,2,1,0.22173288464546204
806,1,9,0.018828976899385452
807,1,46,0.005990023724734783
808,1,2,0.20701666176319122
809,2,1,0.09054194390773773
810,2,3,0.06746387481689453
811,1,39,0.07663007080554962
812,1,26,0.02002367377281189
813,1,20,0.0002027239534072578
814,1,43,0.000439771160017699
815,2,1,0.0144323306158185
816,1,1,0.11102661490440369
817,1,1,0.3854467570781708
818,1,11,9.290273737860844e-05
819,1,1,0.2796293795108795
820,1,8,0.06960557401180267
821,1,3,0.000940370315220207
822,1,16,0.022319933399558067
823,2,1,0.17899984121322632
824,1,77,0.08544643968343735
825,1,49,0.0015642368234694004
826,1,5,0.0023246295750141144
827,2,1,0.23309993743896484
828,1,4,0.16983121633529663
829,1,28,0.04608197137713432
830,3,1,0.06722807884216309
831,2,1,0.30636727809906006
832,1,18,0.060804907232522964
833,2,1,0.2234102338552475
834,1,16,0.054811544716358185
835,2,1,0.11708323657512665
836,1,32,0.021571606397628784
837,1,1,0.3611573278903961
838,2,4,0.04199793562293053
839,2,1,0.2674848139286041
840,1,47,0.0004847267409786582
841,2,1,0.31066596508026123
842,1,38,0.01619260385632515
843,3,1,0.013608427718281746
844,2,1,0.25615444779396057
845,1,13,0.015427852980792522
846,1,1,0.14863146841526031
847,2,2,0.18990911543369293
848,1,26,0.019977545365691185
849,1,37,0.0070520867593586445
850,1,39,0.04297928512096405
851,2,1,4.697419353760779e-05
852,2,1,0.0026684338226914406
853,1,12,0.032440826296806335
854,3,1,0.0998496562242508
855,2,1,0.19106845557689667
856,1,1,0.05452558398246765
857,2,1,0.039695173501968384
858,1,60,0.03454878181219101
859,2,1,0.020381804555654526
860,1,1,0.05838586017489433
861,2,1,0.32491201162338257
862,2,8,0.02948688343167305
863,1,2,0.09566482901573181
864,3,1,0.11284486949443817
865,2,1,0.05156346783041954
866,3,1,0.19131465256214142
867,1,15,0.006623763591051102
868,1,1,0.22264276444911957
869,1,31,0.0005893580382689834
870,1,48,0.006517958827316761
871,2,1,0.11366009712219238
872,1,34,0.0012996705481782556
873,2,1,0.0676405131816864
874,1,37,0.013133603148162365
875,1,44,0.048147052526474
876,2,1,0.029815249145030975
877,1,9,0.013250686228275299
878,2,1,0.2521834969520569
879,1,1,0.09774221479892731
880,1,48,0.0308674369007349
881,1,1,0.10066892206668854
882,1,1,0.16363510489463806
883,2,1,0.12164093554019928
884,2,1,0.4840722978115082
885,1,43,0.08475616574287415
886,2,1,0.17392617464065552
887,2,8,0.021434489637613297
888,1,1,0.050010014325380325
889,3,1,0.3099905848503113
890,3,1,0.06974177807569504
891,1,39,0.04790462926030159
892,2,1,0.35401833057403564
893,2,1,0.31045863032341003
894,2,1,0.41961750388145447
895,2,2,0.02364611066877842
896,1,54,0.08319397270679474
897,1,69,0.4968354403972626
898,2,1,0.1682920902967453
899,2,1,0.07346868515014648
900,1,1,0.3181248605251312
901,1,1,0.25322526693344116
902,2,1,0.0897294357419014
903,2,1,0.046056345105171204
904,1,5,0.025487316772341728
905,1,50,0.05180318281054497
906,1,8,0.030781978741288185
907,1,34,0.056501857936382294
908,1,59,0.33064061403274536
909,2,1,0.24098889529705048
910,1,10,0.048264600336551666
911,1,21,0.023345984518527985
912,1,6,0.07223309576511383
913,1,1,0.18417853116989136
914,1,5,0.00012076418352080509
915,2,1,0.13043369352817535
916,2,1,0.25781479477882385
917,3,1,0.01574399694800377
918,1,21,0.00036654973519034684
919,2,1,0.19356951117515564
920,1,17,0.0001999531959882006
921,1,1,0.035072825849056244
922,2,1,0.05862675607204437
