sample_type_selector,sample_type_holo,tied_best_scores,first_margin
1,1,12,0.006636280566453934
1,1,51,0.022935111075639725
3,3,1,0.0393606498837471
1,1,75,0.24460123479366302
1,1,36,0.00012870950740762055
1,1,1,0.1325579136610031
1,1,22,0.05953439325094223
2,2,1,0.15953537821769714
2,3,1,0.005671489052474499
2,1,5,0.01803862489759922
1,1,83,0.5367806553840637
2,2,1,0.03360433876514435
2,1,1,0.016876738518476486
1,1,11,0.009274921379983425
1,1,1,0.07546523958444595
2,2,1,0.2902737259864807
2,3,1,0.07257596403360367
1,1,35,0.02926705777645111
1,1,3,0.04427643492817879
1,1,1,0.02339564450085163
1,1,38,0.02376599982380867
1,1,1,0.12226223945617676
3,2,1,0.032244160771369934
1,1,79,0.41987213492393494
1,2,1,0.27325931191444397
1,1,21,0.175828218460083
1,1,17,0.019716057926416397
2,2,1,0.019796255975961685
2,2,1,0.25509151816368103
1,1,46,0.022391291335225105
2,2,1,0.09908022731542587
1,1,28,0.059946950525045395
1,1,91,0.18871983885765076
1,1,68,0.32031455636024475
1,1,84,0.4018959403038025
1,1,20,0.08203339576721191
1,1,87,0.2509804666042328
2,1,1,0.11165869981050491
1,1,44,0.004988580476492643
2,2,2,0.17213165760040283
2,1,1,0.046961549669504166
1,1,24,0.07587932795286179
1,1,1,0.04753763601183891
1,1,11,0.028384484350681305
1,1,49,0.0817376896739006
1,1,26,0.2442195564508438
2,2,5,0.021695435047149658
1,1,11,0.03143507242202759
3,3,1,0.05184279382228851
2,1,1,0.5550020337104797
2,1,1,0.09394624829292297
1,1,43,0.20728756487369537
1,1,2,0.029766032472252846
2,2,1,0.17946811020374298
1,1,1,0.2652294635772705
1,1,9,0.255205363035202
2,1,1,0.16647450625896454
3,3,1,0.17019662261009216
1,1,32,0.0010684875305742025
1,2,1,0.20953088998794556
1,1,16,0.010754955001175404
1,1,1,0.3207342028617859
1,1,32,0.06271320581436157
2,2,1,0.18111538887023926
2,1,1,0.029590187594294548
1,2,1,0.03698785975575447
2,2,2,0.012389492243528366
1,1,39,0.1438806653022766
2,1,1,0.24279077351093292
1,1,22,0.009933157823979855
2,2,1,0.04936116933822632
1,1,10,0.04656083881855011
1,1,1,0.2376922219991684
1,1,1,0.22660911083221436
3,3,1,0.07121673226356506
1,1,36,0.04366486519575119
1,1,28,0.00643629115074873
1,1,15,0.04474933445453644
1,1,5,6.23294836259447e-05
1,1,1,0.16798432171344757
2,2,2,0.05159662291407585
2,1,15,0.005793629214167595
1,1,73,0.24168476462364197
2,1,3,0.010986017994582653
1,1,1,0.17303566634655
2,2,1,0.20079755783081055
1,1,78,0.013573252595961094
1,1,1,0.029400678351521492
2,1,1,0.31086891889572144
1,1,1,0.14028190076351166
1,1,60,0.028756264597177505
2,2,1,0.15426510572433472
1,1,53,0.0005686249933205545
1,1,51,0.20217841863632202
1,1,42,0.009536994621157646
1,1,37,0.008366568945348263
1,1,23,0.011333626694977283
2,2,1,0.0692376047372818
2,2,1,0.3144437372684479
1,1,64,0.0
1,1,1,0.33082902431488037
1,2,1,0.11467516422271729
1,1,5,0.04511597380042076
2,1,1,0.11919232457876205
1,1,50,0.001298345159739256
1,1,21,0.06466507911682129
2,2,1,0.18320530652999878
1,1,12,0.04835442826151848
1,1,2,0.08572806417942047
2,2,1,0.038703709840774536
1,1,57,0.16268904507160187
1,1,1,0.20573750138282776
2,1,1,0.1281508505344391
2,2,1,0.11678694188594818
1,1,26,0.020860902965068817
1,1,11,0.003604054916650057
1,1,30,0.091562919318676
2,1,1,0.29331716895103455
1,1,11,0.00010777724673971534
2,2,1,0.17161744832992554
1,1,2,8.011270983843133e-05
1,1,1,0.46650266647338867
1,1,1,0.2518303394317627
1,1,5,0.04510297253727913
2,1,1,0.2156696766614914
1,1,3,0.3575063645839691
1,1,1,0.09167423844337463
1,1,1,0.42082810401916504
1,1,69,0.24007341265678406
2,2,1,0.001117963925935328
2,2,1,0.22181780636310577
2,2,1,0.010383727960288525
1,1,1,0.37707990407943726
1,1,5,0.03909176215529442
1,1,13,0.0324392169713974
1,1,10,0.008637131191790104
2,1,12,0.016374045982956886
3,2,1,0.24961884319782257
2,2,1,0.29713699221611023
1,1,61,0.012969019822776318
1,1,1,0.26328760385513306
1,1,66,0.09760691970586777
1,1,22,0.12783010303974152
1,1,6,0.05594674497842789
1,2,3,0.06837776303291321
3,2,1,0.07415532320737839
1,1,39,0.009786401875317097
2,2,1,0.022022074088454247
2,2,1,0.1394951343536377
2,2,1,0.13394933938980103
1,1,1,0.2668715715408325
2,2,1,0.31973010301589966
2,1,1,0.044441260397434235
1,1,6,8.988399349618703e-05
2,2,1,0.001828407752327621
2,1,3,0.01379623357206583
2,2,1,0.10133707523345947
2,2,3,0.10570743680000305
1,1,44,0.07119818776845932
1,1,5,9.999659232562408e-05
1,1,1,0.5482915043830872
1,1,1,0.02458275482058525
2,2,1,0.21135768294334412
1,1,53,0.0022151393350213766
1,1,54,0.05249008536338806
1,1,37,0.00021732891036663204
1,1,46,0.12537652254104614
2,1,1,0.15885701775550842
2,2,2,0.21136359870433807
3,2,1,0.17462390661239624
1,1,8,0.05986030027270317
1,1,71,0.18366585671901703
1,1,15,0.03628003969788551
1,1,21,0.0013302082661539316
3,3,1,0.055690690875053406
1,1,37,0.10140728205442429
2,1,1,0.4019572138786316
1,1,42,0.060735054314136505
1,1,22,0.004851748235523701
2,2,1,0.07089728116989136
2,2,1,0.11734925955533981
1,1,11,0.046422164887189865
1,1,17,0.0076517267152667046
1,1,10,0.10276763886213303
3,3,1,0.15430204570293427
2,2,1,0.0833563357591629
1,1,69,0.06401295959949493
1,1,17,0.046883802860975266
2,1,1,0.13147439062595367
1,1,8,0.0027108201757073402
1,1,2,0.18978679180145264
2,2,1,0.14365077018737793
1,1,13,0.031051823869347572
1,2,16,0.00043222898966632783
1,1,68,0.5811970233917236
3,3,1,0.0014018206857144833
1,1,12,0.024059422314167023
2,1,1,0.22952260076999664
1,1,1,0.002230022568255663
2,1,7,0.031273405998945236
1,1,1,0.25071972608566284
1,1,6,0.042546357959508896
1,1,51,0.003282577497884631
1,1,59,0.12752749025821686
1,1,12,0.16392965614795685
1,1,1,0.16001376509666443
1,1,64,0.004731997847557068
2,2,1,0.04682737961411476
1,1,33,0.034325383603572845
2,2,1,0.11647986620664597
1,1,1,0.09521717578172684
1,2,1,0.22576649487018585
1,1,20,0.00015983334742486477
1,2,20,0.0030884603038430214
1,2,10,0.005719061009585857
1,1,34,0.04462367668747902
2,1,3,0.0043171001598238945
1,1,1,0.10530340671539307
2,1,3,0.0053044832311570644
2,2,1,0.16452708840370178
1,1,8,0.1422359049320221
2,2,1,0.15971767902374268
1,1,4,0.11168669909238815
2,2,1,0.024342238903045654
2,2,1,0.004616874270141125
1,1,1,0.2949675917625427
2,2,2,0.059485964477062225
2,2,1,0.1593671292066574
1,1,36,0.019799938425421715
1,1,1,0.20450660586357117
1,1,16,0.0005922791897319257
2,2,1,0.002640528604388237
1,2,1,0.183406263589859
1,1,19,0.06563427299261093
1,1,43,0.01630726456642151
1,2,2,0.15226979553699493
2,1,1,0.15609797835350037
1,1,13,0.047688014805316925
1,1,52,0.007013235241174698
2,1,1,0.165105402469635
2,2,1,0.07996033877134323
3,3,1,0.03899107128381729
1,1,32,0.005142685957252979
1,1,34,0.041739486157894135
1,1,38,0.006712596397846937
2,2,1,0.02043026126921177
1,1,32,0.0032855654135346413
1,1,32,0.0020874275360256433
1,1,38,0.03054243139922619
1,1,12,0.04743599146604538
1,1,23,0.002088552340865135
1,1,1,0.10936970263719559
1,1,9,0.041634123772382736
1,2,8,0.015837334096431732
2,2,1,0.007555454503744841
1,1,12,0.02005745656788349
2,2,1,0.1282387673854828
1,1,1,0.3820231556892395
1,1,67,0.011740745976567268
2,2,1,0.12475951761007309
1,1,9,0.04742328077554703
1,1,10,0.006082627922296524
1,1,1,0.13563787937164307
1,1,61,0.051321230828762054
2,1,1,0.011314884759485722
1,1,71,0.2788914144039154
1,1,6,0.13224853575229645
1,1,32,0.003940633498132229
2,2,1,0.029678165912628174
2,3,1,0.012360498309135437
1,1,17,0.16487474739551544
1,1,43,0.03652597591280937
1,1,3,0.03633992746472359
1,1,89,0.24356906116008759
1,2,1,0.19161246716976166
3,3,1,0.13582611083984375
1,1,32,0.035142917186021805
1,1,5,0.004682022146880627
2,1,1,0.08427075296640396
1,1,12,0.01741466484963894
1,1,38,0.02128816582262516
1,1,7,0.07100021839141846
1,1,1,0.020410269498825073
1,1,54,0.004741573240607977
1,1,1,0.3494068682193756
1,1,1,0.12296107411384583
2,2,1,0.21463023126125336
2,1,3,0.15017196536064148
1,1,36,0.010913331992924213
2,2,1,0.09381047636270523
1,2,1,0.14335599541664124
2,3,1,0.0161042008548975
1,1,23,0.0346427783370018
2,1,2,0.08318772912025452
2,1,2,0.02396942675113678
1,1,39,0.000979469157755375
3,3,1,0.033730968832969666
2,2,1,0.04911929741501808
2,1,1,0.31012868881225586
1,1,40,0.00020432336896192282
2,1,1,0.4046798646450043
2,2,1,0.2645535171031952
1,1,16,0.021586235612630844
2,2,1,0.1067100465297699
1,1,13,0.05369487777352333
1,1,50,0.0018299749353900552
1,1,1,0.011582979932427406
1,1,1,0.36159950494766235
1,1,42,0.0004997135256417096
1,1,27,0.018649425357580185
1,1,1,0.1219453290104866
2,2,1,0.08970483392477036
1,1,1,0.16924336552619934
2,2,1,0.13727281987667084
1,1,44,0.018720312044024467
2,2,1,0.0010753301903605461
1,1,13,0.00010738128912635148
1,1,4,0.005539339035749435
2,1,1,0.17307588458061218
2,2,10,0.19673128426074982
1,1,3,0.021389976143836975
1,1,1,0.09963644295930862
2,1,1,0.3579908013343811
1,1,14,0.0031026145443320274
1,1,79,0.24800297617912292
1,1,25,0.016107479110360146
1,1,52,0.0006795783992856741
1,1,4,0.15529099106788635
1,1,1,0.34352344274520874
2,2,1,0.26723232865333557
2,2,1,0.2161208987236023
1,1,6,0.03745688870549202
2,2,1,0.17500093579292297
1,1,4,0.05285518616437912
1,1,1,0.02019369602203369
3,2,1,0.01818503625690937
1,1,27,0.0003222216619178653
1,1,1,0.020868277177214622
1,1,1,0.16610945761203766
3,2,1,0.07421936094760895
1,1,16,0.07460970431566238
1,1,10,0.042589131742715836
2,2,3,0.02168423682451248
2,2,1,0.027680007740855217
3,3,1,0.22344917058944702
1,1,52,0.000553374644368887
1,1,1,0.29413938522338867
1,1,1,0.08156397938728333
1,1,1,0.438888281583786
2,2,1,0.016140256077051163
3,2,1,0.02664903923869133
1,1,26,0.0013151949970051646
1,1,16,0.06588780134916306
2,2,1,0.05299076437950134
2,2,1,0.027536245062947273
1,1,14,0.015339653939008713
1,1,1,0.11354299634695053
1,1,11,0.019821498543024063
2,2,1,0.03752884268760681
1,1,4,0.046534791588783264
1,1,15,0.06854816526174545
1,1,28,0.016535324975848198
1,1,3,0.02840181440114975
1,1,40,0.0030468476470559835
3,3,1,0.030355680733919144
1,1,28,0.05670833960175514
1,1,34,0.04704519361257553
1,1,1,0.4334218204021454
3,3,1,0.00867447629570961
2,2,1,0.009944483637809753
2,1,1,0.24098564684391022
2,1,5,0.006964671425521374
1,1,2,0.0998317077755928
1,1,9,0.033347681164741516
2,2,1,0.12488577514886856
1,1,6,0.2588237524032593
1,1,5,0.08332280814647675
1,1,44,0.04806916415691376
1,1,1,0.4352502226829529
2,2,1,0.09175314754247665
1,1,2,0.34910106658935547
1,2,1,0.13250002264976501
1,1,2,0.06610111147165298
1,1,2,0.03572704270482063
2,2,1,0.2319568395614624
2,2,1,0.27680128812789917
1,1,6,0.10256757587194443
1,1,6,0.01667414978146553
2,2,28,0.09301649779081345
2,2,1,0.06218902766704559
3,3,1,0.08595532923936844
1,1,1,0.2582356929779053
2,2,1,0.05627033859491348
1,1,58,0.6782745122909546
2,2,1,0.3385319113731384
1,1,13,0.03990711644291878
1,1,47,0.1840578019618988
2,2,1,0.2564602494239807
1,1,39,0.00028694767388515174
2,2,1,0.06896893680095673
1,1,1,0.042762938886880875
1,1,64,0.3244985044002533
2,1,1,0.031013833358883858
1,2,3,0.1759999692440033
1,1,1,0.19223207235336304
1,1,68,0.009157732129096985
1,2,3,0.09796395152807236
1,1,23,0.03728700429201126
1,1,6,0.027207260951399803
2,2,2,4.68575963168405e-05
1,1,23,0.041595760732889175
2,1,1,0.07371892035007477
1,1,1,0.013659940101206303
1,1,33,0.04449660703539848
1,1,1,0.2369520217180252
1,1,12,0.00014995754463598132
2,1,3,0.061369121074676514
1,1,1,0.40251824259757996
2,1,1,0.04021533951163292
1,1,4,0.13471385836601257
2,2,1,0.17768175899982452
1,1,13,0.00014845466648694128
2,2,1,0.1266528218984604
2,2,1,0.3043838143348694
1,2,17,0.0070227994583547115
1,1,10,0.03905085474252701
1,1,1,0.411377876996994
1,1,6,0.044831905514001846
1,1,43,0.05327450856566429
1,1,1,0.1171247586607933
2,2,1,0.00551143754273653
2,1,1,0.3839748799800873
1,1,16,0.02850840613245964
2,2,1,0.05991416424512863
3,3,1,0.06790447235107422
1,1,86,0.1878190040588379
1,1,11,0.08227052539587021
1,1,85,0.30675601959228516
1,2,1,0.4147154986858368
1,2,1,0.17875611782073975
1,1,1,0.48658111691474915
2,2,1,0.12886950373649597
2,2,1,0.22645947337150574
1,1,1,0.1800251007080078
1,1,24,0.029229167848825455
2,2,1,0.25500574707984924
2,2,1,0.1829962432384491
1,1,1,0.030681664124131203
1,1,1,0.4131799638271332
1,1,8,0.029766174033284187
1,1,1,0.38906359672546387
2,2,1,0.12756218016147614
1,1,46,0.004607849754393101
2,2,1,0.22293983399868011
1,1,11,0.006261802744120359
1,1,13,0.03157447651028633
1,1,24,0.0304020456969738
2,2,1,0.41181084513664246
1,1,46,0.02082834765315056
1,2,1,0.2791670262813568
1,1,1,0.33839061856269836
1,1,77,0.7773178219795227
1,1,1,0.08362703770399094
1,1,11,0.0035116157960146666
2,2,1,0.25999051332473755
1,2,1,0.02277204766869545
1,1,10,0.016580354422330856
2,1,1,0.34120193123817444
1,1,19,0.0030775738414376974
1,2,1,0.37168368697166443
1,1,21,0.005874733440577984
2,2,3,0.031241634860634804
1,1,28,0.18213790655136108
2,2,1,0.16516965627670288
1,1,23,0.02413100376725197
1,2,1,0.13794314861297607
2,1,1,0.24071341753005981
2,2,1,0.19973987340927124
2,2,1,0.37463054060935974
1,1,1,0.4855399429798126
2,2,1,0.13781486451625824
1,1,3,0.07358966767787933
1,1,1,0.3972330689430237
1,1,23,0.031699106097221375
2,2,3,0.00505987461656332
1,1,36,0.00025527202524244785
1,1,39,0.15400926768779755
1,1,16,0.014097006060183048
1,1,4,0.019036317244172096
1,1,9,0.009402060881257057
1,1,1,0.33697736263275146
1,1,30,0.02624829113483429
1,1,49,0.054727211594581604
1,1,46,0.04447462037205696
2,1,1,0.06961575150489807
1,2,5,0.001060988986864686
1,1,1,0.14024518430233002
1,1,40,0.09683563560247421
1,1,6,0.07476843893527985
2,2,1,0.3649982810020447
1,1,3,0.05994829908013344
1,1,2,0.37731099128723145
1,1,42,0.04431194067001343
2,2,1,0.09013611078262329
2,3,1,0.0698590874671936
1,1,48,0.0004487113037612289
1,1,1,0.3097980320453644
1,1,11,0.0467480905354023
3,2,1,0.14167560636997223
1,1,1,0.2965421676635742
2,2,1,0.24252283573150635
1,1,36,0.0026380557101219893
1,1,38,0.0002517612592782825
1,1,82,0.07540445029735565
1,1,12,0.01346551813185215
2,2,1,0.01934325508773327
1,1,62,0.02009356953203678
1,1,13,0.0001698156847851351
1,2,1,0.24558129906654358
1,1,36,0.00020713216508738697
1,1,1,0.3409181535243988
1,2,1,0.10571476817131042
1,1,1,0.09649516642093658
2,2,1,0.06081361696124077
1,1,9,0.00015448566409759223
1,1,1,0.27576443552970886
1,1,61,0.13102982938289642
2,2,1,0.3093637526035309
1,1,1,0.0008401834056712687
1,1,50,0.10269159823656082
3,2,1,0.11777897924184799
2,2,1,0.2624746859073639
1,1,16,0.18842928111553192
1,1,5,0.07989002764225006
1,1,16,0.03256978094577789
2,2,1,0.28425151109695435
2,1,3,0.04411301016807556
3,2,1,0.06947560608386993
1,1,1,0.026785897091031075
1,1,4,0.05908116325736046
2,1,2,0.09711731225252151
1,1,1,0.14256000518798828
1,1,1,0.3141520321369171
1,1,63,0.11586716026067734
1,1,1,0.38389894366264343
1,1,56,0.7622220516204834
2,2,1,0.05683410167694092
1,1,33,0.021601025015115738
2,2,1,0.029399236664175987
1,1,1,0.10389591753482819
2,1,1,0.11035514622926712
2,2,1,0.2364826202392578
2,2,1,0.23606976866722107
1,1,19,0.13897868990898132
1,1,44,0.34499529004096985
1,1,1,0.1324802190065384
1,1,16,0.03564605489373207
2,1,1,0.05650601536035538
1,1,1,0.2564752995967865
2,1,1,0.10414594411849976
1,1,46,0.04390999674797058
1,1,86,0.2705346941947937
1,1,70,0.02342045307159424
1,1,59,0.2155335694551468
2,2,1,0.3721957504749298
2,1,20,0.01662219874560833
2,2,1,0.12399423867464066
2,2,1,0.23237448930740356
2,2,1,0.026554707437753677
1,1,1,0.22860956192016602
1,1,29,0.12965570390224457
1,2,1,0.23019753396511078
1,1,23,0.0023864132817834616
3,3,2,0.0114935003221035
2,2,1,0.029089782387018204
1,1,1,0.5450453758239746
2,2,1,0.07425451278686523
2,1,1,0.09498347342014313
2,2,1,0.1991940438747406
3,3,1,0.07172468304634094
1,1,16,0.02495730109512806
1,1,21,0.04277271777391434
1,2,1,0.4034549295902252
1,1,1,0.24045568704605103
1,1,47,0.007544866297394037
1,1,5,0.16386838257312775
1,1,1,0.14368070662021637
2,2,1,0.10077881813049316
2,3,1,0.10562840104103088
1,1,60,0.06061314791440964
2,2,1,0.12014573812484741
1,1,3,0.029826633632183075
1,1,1,0.19603735208511353
1,1,1,0.19326797127723694
1,1,1,0.09370686858892441
1,1,59,0.09262942522764206
1,1,1,0.04976001754403114
1,1,1,0.11276683211326599
2,3,1,0.014163084328174591
1,1,1,0.03795892372727394
2,2,1,0.19779758155345917
1,1,1,0.13150814175605774
1,1,1,0.5312924385070801
2,2,1,0.06222330033779144
1,1,1,0.10122814774513245
1,1,34,0.9900000095367432
1,1,38,0.3621344566345215
2,1,1,0.17362534999847412
1,1,57,0.30731621384620667
1,1,25,0.20236310362815857
2,1,4,0.02340843714773655
2,2,1,0.27170035243034363
1,1,1,0.2162160724401474
1,1,1,0.15950064361095428
2,2,1,0.021266214549541473
3,3,1,0.08619867265224457
2,2,1,0.17987635731697083
3,3,1,0.003907795995473862
1,1,54,0.004183804150670767
1,1,3,0.08554930984973907
1,1,3,0.0025238431990146637
2,2,1,0.030556682497262955
2,2,1,0.45560333132743835
1,1,32,0.004138445481657982
1,1,50,0.07825958728790283
1,1,1,0.22005391120910645
2,2,1,0.20125417411327362
1,1,35,0.02227884903550148
1,1,1,0.16165903210639954
1,1,32,0.05172653868794441
1,1,9,0.09687341004610062
3,2,1,0.1275557577610016
2,1,1,0.14709319174289703
1,1,64,0.21846941113471985
3,3,1,0.014618481509387493
2,2,1,0.2810615003108978
1,1,51,0.008370299823582172
1,1,12,0.0510307252407074
1,1,34,0.025340626016259193
2,2,1,0.0627501979470253
2,2,1,0.056938108056783676
2,2,1,0.060571081936359406
2,2,1,0.0703083798289299
1,1,13,0.14797833561897278
2,1,19,0.016299786046147346
2,2,1,0.071370430290699
1,1,4,0.024761876091361046
2,2,2,0.03376738354563713
1,1,71,0.14301741123199463
1,1,1,0.33555057644844055
1,1,7,0.009266466833651066
2,2,1,0.08605920523405075
2,1,12,0.017606496810913086
2,2,1,0.16537322103977203
1,1,40,0.10208197683095932
2,2,1,0.17742763459682465
2,2,1,0.04215969145298004
2,2,1,0.023851528763771057
2,2,1,0.03149636089801788
1,1,19,0.00392899988219142
1,1,8,0.029466966167092323
2,1,6,0.03075239062309265
1,1,3,0.08434463292360306
1,1,19,0.025845274329185486
3,3,1,0.2734464108943939
1,1,20,0.024767210707068443
1,1,1,0.28710952401161194
2,1,1,0.17627012729644775
3,2,1,0.34379562735557556
1,2,1,0.2611744999885559
3,2,1,0.07222390174865723
2,1,1,0.036218661814928055
2,2,1,0.07801327109336853
2,2,2,0.012664536945521832
1,1,59,0.06393899023532867
1,1,28,0.08223865926265717
1,1,7,0.052969790995121
2,1,1,0.5924362540245056
2,2,1,0.01978203095495701
3,3,1,0.06352735310792923
2,2,1,0.0162090752273798
1,1,8,0.005101413931697607
1,2,1,0.21693505346775055
2,1,31,0.007138870190829039
1,1,22,0.011548859067261219
1,2,4,9.999659232562408e-05
1,1,28,0.0006995145813561976
1,2,1,0.2729404866695404
1,1,46,0.00020058959489688277
2,2,1,0.21141894161701202
1,1,1,0.18197660148143768
2,2,1,0.4065878987312317
2,2,1,0.38667818903923035
1,1,40,0.06107063218951225
2,2,2,0.4609035849571228
1,1,29,0.007180212065577507
1,1,1,0.0609995573759079
1,1,1,0.489032119512558
2,2,1,0.023592529818415642
1,1,1,0.36944901943206787
2,2,1,0.04180445522069931
1,1,3,0.11409392952919006
2,2,1,0.4694145917892456
1,1,1,0.08540483564138412
2,1,1,0.24057254195213318
1,1,3,0.16235241293907166
1,1,1,0.338308721780777
1,1,44,0.0283826757222414
1,1,41,0.07830982655286789
2,2,1,0.43177202343940735
2,2,3,0.024051858112215996
1,1,4,0.07810162752866745
1,1,1,0.568734347820282
1,1,40,0.020055869594216347
3,3,1,0.017648741602897644
3,3,1,0.09304407238960266
1,1,24,0.023402787744998932
1,1,1,0.07889251410961151
1,1,51,0.0012373382924124599
2,2,1,0.023322636261582375
1,1,14,0.015203299932181835
2,2,1,0.16386426985263824
3,3,1,0.04443750157952309
1,1,34,0.00030604357016272843
1,1,1,0.052674487233161926
1,1,5,0.03734063357114792
1,1,1,0.030950775370001793
1,1,1,0.5065026879310608
3,2,1,0.0017612557858228683
1,1,1,0.4009871482849121
1,1,2,0.01796923391520977
2,2,1,0.20699866116046906
2,2,1,0.08341576159000397
2,2,1,0.003522375365719199
2,2,1,0.4079337418079376
2,2,1,0.31233999133110046
2,2,1,0.06667087227106094
1,1,7,0.013989744707942009
2,3,1,0.057761382311582565
1,1,63,0.5034412145614624
1,1,23,0.016645116731524467
1,1,15,0.053931042551994324
3,3,1,0.1624089777469635
1,1,49,0.07861027121543884
1,1,1,0.008430229499936104
1,1,17,0.08405786752700806
1,1,1,0.2040466070175171
1,1,5,0.05426152050495148
3,3,1,0.07888853549957275
1,1,24,0.00011761415225919336
2,1,8,0.016715195029973984
1,1,57,0.0018438941333442926
1,1,50,0.027240337803959846
3,3,2,0.006426654756069183
1,1,43,0.0003998656466137618
2,3,1,0.19259153306484222
1,1,1,0.02631421387195587
1,1,64,0.534933865070343
2,2,1,0.09625548869371414
1,1,31,0.05612616240978241
2,2,1,0.007106576580554247
2,2,1,0.46655651926994324
1,1,19,0.08688632398843765
3,3,1,0.09456881135702133
1,1,35,0.00526661379262805
2,2,1,0.2055584192276001
1,1,27,0.0011362284421920776
1,1,32,0.017082305625081062
2,2,1,0.22008837759494781
1,2,1,0.07587245106697083
1,1,28,0.024654194712638855
1,1,40,0.1267477422952652
2,2,3,0.12014810740947723
2,2,1,0.13275568187236786
2,1,1,0.08283828943967819
2,2,4,0.027991561219096184
1,1,73,0.2838898301124573
1,1,4,0.07176191359758377
1,2,1,0.01548957172781229
1,1,45,0.0789671465754509
1,1,57,0.054359130561351776
2,2,1,0.07969184964895248
2,3,1,0.12597112357616425
3,2,1,0.19729724526405334
1,2,1,0.05175098776817322
2,1,19,0.12074670940637589
1,1,39,0.016655316576361656
3,3,1,0.054768454283475876
1,1,26,0.04816484451293945
2,1,1,0.3367233872413635
1,1,1,0.07130640745162964
1,1,6,0.015245114453136921
1,1,2,0.11323698610067368
1,2,1,0.12808728218078613
2,2,1,0.13610626757144928
2,1,8,0.010730945505201817
1,1,1,0.4421595335006714
2,2,1,0.06519053876399994
2,1,1,0.278982937335968
1,1,1,0.27476513385772705
1,1,13,0.00010095415927935392
1,1,57,0.05349661037325859
1,1,1,0.14876176416873932
2,2,1,0.00063450908055529
1,1,16,0.01952192187309265
1,1,16,0.03334628790616989
2,2,1,0.027621028944849968
2,2,1,0.01639440841972828
1,1,20,0.07664267718791962
1,1,67,0.055236104875802994
2,2,1,0.03819075971841812
1,1,51,0.0684373527765274
1,1,60,0.037699874490499496
1,1,24,0.09705565124750137
2,2,1,0.1279321312904358
2,2,1,0.1663414090871811
2,1,1,0.2057003527879715
2,2,1,0.26190054416656494
1,1,1,0.008818088099360466
2,1,1,0.2597092390060425
1,1,1,0.07928260415792465
2,2,1,0.05832623690366745
2,2,1,0.15574151277542114
2,3,1,0.1044919490814209
1,1,16,0.008876089937984943
1,1,57,0.0008201691671274602
1,2,4,0.07729316502809525
1,1,17,0.046806450933218
1,1,1,0.14715676009655
2,2,3,0.1022920235991478
1,1,62,0.056820813566446304
1,1,16,0.12723428010940552
1,1,1,0.19124357402324677
1,1,7,0.04370736703276634
1,2,1,0.006930898409336805
2,1,1,0.019082462415099144
2,2,1,0.5364692807197571
1,1,6,0.09982013702392578
2,1,1,0.07518845051527023
2,2,1,0.009427149780094624
2,2,1,0.1531711369752884
2,2,1,0.24754981696605682
2,2,1,0.26325327157974243
1,1,2,0.0469670370221138
2,2,1,0.015147202648222446
1,1,12,0.033489469438791275
2,1,3,0.001787805580534041
1,1,1,0.3833792805671692
1,1,13,0.045886725187301636
2,1,1,0.06194182112812996
2,2,1,0.13497333228588104
1,1,76,0.9998235106468201
2,2,1,0.23484191298484802
1,1,61,0.019853996112942696
1,1,23,0.11427836120128632
1,1,48,0.028373870998620987
1,1,27,0.0016927402466535568
1,1,1,0.07017160207033157
1,1,1,0.3694519102573395
1,1,3,0.3046310245990753
1,1,62,0.22089645266532898
1,1,1,0.30113592743873596
1,1,80,0.3679198622703552
1,1,33,0.0001622185664018616
1,1,23,0.14036069810390472
2,2,1,0.04713829979300499
1,1,33,0.00037314629298634827
1,1,13,0.011343223042786121
2,2,1,0.13418546319007874
1,1,9,0.03845194727182388
2,2,1,0.12095004320144653
1,1,58,0.04735960811376572
2,2,1,0.010062343440949917
2,3,1,0.21344399452209473
1,2,20,0.026887448504567146
2,2,1,0.08224368840456009
1,1,19,0.032667286694049835
1,2,1,0.15245290100574493
1,1,27,0.04004517197608948
1,1,42,0.00021088124776724726
1,1,4,0.10993585735559464
1,1,72,0.9712535738945007
1,1,4,0.011788502335548401
3,3,1,0.3530915379524231
1,1,1,0.2878425121307373
1,1,8,0.06787627190351486
2,2,1,0.08265209197998047
2,2,1,0.14654110372066498
2,2,1,0.15316760540008545
2,1,2,0.012486796826124191
2,2,1,0.023360207676887512
1,1,62,0.009205774404108524
1,2,1,0.16053889691829681
1,2,1,0.07711247354745865
1,1,50,0.10187559574842453
1,1,14,0.022730935364961624
1,1,7,0.018671203404664993
2,1,1,0.2231932133436203
1,1,47,0.137337788939476
2,2,1,0.15011665225028992
2,2,1,0.048198722302913666
1,1,40,0.001259341835975647
2,2,1,0.1646115928888321
2,2,1,0.19981637597084045
2,3,1,0.22900903224945068
1,1,8,0.04996849223971367
1,1,53,0.09203429520130157
1,2,1,0.10020997375249863
2,1,1,0.08856415748596191
2,2,1,0.2438642978668213
1,1,31,0.07426111400127411
2,2,1,0.0744020864367485
2,2,1,0.0007595211500301957
1,1,16,0.012352111749351025
2,2,1,0.08639315515756607
2,2,1,0.06698684394359589
1,1,34,0.04201391711831093
1,1,75,0.05220509693026543
1,1,25,0.022252565249800682
2,2,1,0.17656773328781128
1,1,50,0.006414431147277355
1,1,49,0.040219757705926895
1,1,51,0.014420709572732449
1,1,15,0.019605623558163643
1,1,61,0.05831655114889145
2,1,1,0.14082466065883636
1,1,8,0.02617422677576542
2,2,1,0.04243486747145653
