sample_type_selector,sample_type_holo,tied_best_scores,first_margin
2,2,1,0.0020573611836880445
1,1,7,0.028959304094314575
1,1,13,0.04036747291684151
2,1,1,0.016673127189278603
1,1,17,0.06233341246843338
1,1,53,0.0021453294903039932
1,1,1,0.3326113522052765
2,2,10,0.053534094244241714
1,2,12,0.015693427994847298
1,1,11,0.0767035037279129
1,1,42,0.02323906496167183
1,1,57,0.07485733926296234
1,1,6,0.013535342179238796
1,1,26,0.010350487194955349
1,1,24,0.11046089231967926
1,1,59,0.0011732737766578794
1,1,4,8.785978570813313e-05
1,1,30,0.00027852767379954457
1,1,65,0.1590767502784729
1,1,3,0.07128921896219254
2,2,1,0.2085377722978592
1,1,31,0.03988469019532204
2,2,1,0.1562625765800476
1,1,26,0.022321360185742378
2,2,1,0.02249029465019703
1,1,1,0.13281068205833435
1,1,50,0.00045262661296874285
2,2,1,0.348969042301178
1,1,29,0.04036133736371994
2,1,1,0.0009541223989799619
1,1,1,0.047203171998262405
1,1,18,6.119542376836762e-05
2,2,1,0.1344202756881714
2,2,1,0.11401685327291489
1,1,30,0.0466003455221653
2,2,1,0.06329253315925598
1,1,1,0.5147814154624939
1,1,48,0.13546809554100037
1,1,29,0.0025378214195370674
1,1,37,0.08852560818195343
1,1,32,0.013319912366569042
1,1,13,0.012160743586719036
2,1,1,0.13987064361572266
1,1,1,0.11778774857521057
2,2,1,0.0009514987468719482
1,1,3,0.007081766612827778
3,2,1,0.04352693259716034
1,1,7,0.06320423632860184
1,1,1,0.24549169838428497
1,1,1,0.16908399760723114
1,1,10,0.00010882555943680927
2,2,1,0.05213918164372444
2,2,1,0.2137852907180786
1,1,55,0.04845136031508446
1,1,11,0.04233653470873833
3,2,1,0.047356512397527695
2,1,1,0.08040177822113037
2,3,1,0.047276001423597336
2,1,2,0.06496838480234146
1,2,3,0.09537168592214584
1,1,54,0.0007108254358172417
2,1,1,0.09678715467453003
1,1,17,9.130286343861371e-05
2,2,1,0.008637050166726112
1,1,16,0.9900000095367432
2,1,1,6.714770279359072e-05
2,1,1,0.09338477998971939
1,1,50,0.018077265471220016
2,2,1,0.1441826969385147
2,2,1,0.003464888548478484
1,1,48,0.25914639234542847
1,1,5,0.07765305042266846
2,2,1,0.038424745202064514
2,1,1,0.12781502306461334
2,1,1,0.1596461832523346
1,1,6,0.19857744872570038
1,1,63,0.03819931671023369
1,1,18,0.01088010985404253
1,1,31,0.00023165518359746784
1,1,32,0.0006335277575999498
2,2,1,0.21779587864875793
2,2,5,0.06321409344673157
1,1,20,0.017126185819506645
1,1,72,0.17899803817272186
2,2,1,0.18555670976638794
1,1,35,0.007297005038708448
1,1,14,0.008428209461271763
2,2,1,0.20132988691329956
1,1,27,0.0028114672750234604
1,1,52,0.021465318277478218
1,1,67,0.03672250360250473
2,2,1,0.20958355069160461
1,1,1,0.4116118550300598
1,1,1,0.5415757894515991
1,1,8,0.10472746193408966
2,2,1,0.0920092910528183
1,1,3,0.39923200011253357
2,1,2,0.005901169031858444
2,2,1,0.20121748745441437
2,2,1,0.26081782579421997
1,1,16,0.021081602200865746
3,3,1,0.038162484765052795
2,1,1,0.10324416309595108
1,1,18,0.014814206399023533
1,1,1,0.18555250763893127
1,1,47,0.03710898384451866
1,1,6,0.03566307947039604
1,1,27,0.0042672655545175076
3,2,1,0.1764192283153534
1,1,2,0.2305878847837448
1,2,1,0.11361963301897049
2,1,1,0.2711259126663208
2,2,1,0.2999170422554016
1,1,21,0.00196973723359406
1,1,36,0.007725235540419817
2,2,1,0.16773134469985962
2,2,1,0.10273709893226624
2,2,1,0.0421481616795063
2,2,1,0.010624141432344913
2,2,1,0.23385168612003326
2,2,2,0.00523943267762661
2,2,1,0.038217898458242416
1,2,1,0.18755421042442322
1,1,74,0.8218884468078613
1,1,63,0.0034850253723561764
1,1,54,0.1076882928609848
1,1,9,0.013448796235024929
1,1,5,0.0629303902387619
2,2,1,0.48705244064331055
1,1,18,0.014502539299428463
1,1,51,0.20718081295490265
1,1,6,0.0035565306898206472
2,1,1,0.36031004786491394
2,2,2,0.09048202633857727
2,2,1,0.055985573679208755
3,2,1,0.001639438676647842
1,1,3,0.0023375998716801405
2,1,1,0.11981811374425888
1,1,1,0.5013982057571411
1,1,5,0.013467763550579548
1,1,42,0.0007993301842361689
1,1,1,0.12310341000556946
2,2,1,0.033282049000263214
2,2,1,0.16357137262821198
1,1,39,0.01221410557627678
1,1,1,0.035404909402132034
1,1,27,0.05705399811267853
2,2,1,0.17576053738594055
2,1,1,0.039409808814525604
2,2,1,0.15026646852493286
1,1,1,0.058674536645412445
1,1,1,0.3013469874858856
2,2,1,0.12328831106424332
1,1,41,0.2111448496580124
2,1,1,0.26565638184547424
1,1,40,0.004947672598063946
1,1,8,0.01677914708852768
2,2,1,0.18216660618782043
1,1,53,0.1097431629896164
2,2,1,0.05768326297402382
1,1,1,0.40354281663894653
1,1,1,0.5058602690696716
2,1,1,0.19491153955459595
1,1,2,0.019546575844287872
2,1,1,0.17057126760482788
1,1,7,0.011052328161895275
1,1,1,0.04563900828361511
1,1,1,0.31790438294410706
1,2,4,0.1310814619064331
2,2,4,0.028985949233174324
2,2,1,0.1746995896100998
2,1,1,0.1421513855457306
2,2,1,0.0006119951722212136
2,2,1,0.0739976018667221
1,1,1,0.0684223398566246
1,1,36,0.00020970680634491146
1,1,33,0.00016147126734722406
1,1,1,0.2269737422466278
2,2,1,0.007855468429625034
2,2,1,0.14094728231430054
2,1,3,0.022540980949997902
1,1,12,0.028924209997057915
1,1,16,0.038815923035144806
1,1,37,0.026100872084498405
1,1,8,0.9999979734420776
2,2,1,0.21557709574699402
1,1,15,0.02666672132909298
1,1,1,0.008661910891532898
1,1,5,0.14093217253684998
1,1,1,0.002442676806822419
2,1,1,0.271065890789032
2,2,5,0.16497452557086945
2,1,1,0.04230034351348877
2,2,1,0.03832394257187843
1,1,1,0.11045724153518677
1,2,1,0.1783064305782318
1,1,1,0.20527029037475586
1,1,12,0.004921952728182077
1,1,1,0.2678678631782532
2,2,1,0.11986926943063736
1,1,33,0.0004997135256417096
3,2,1,0.04995058849453926
1,1,10,0.01361143309623003
2,2,1,0.17094780504703522
2,2,1,0.13203901052474976
2,2,1,0.17780724167823792
2,1,1,0.11601495742797852
2,1,1,0.32522276043891907
1,1,1,0.4979640245437622
1,1,1,0.5713602304458618
2,1,1,0.03286232426762581
2,2,1,0.28487226366996765
2,2,1,0.010548075661063194
2,2,1,0.16487759351730347
1,1,77,0.5067107677459717
1,2,1,0.2790762484073639
1,1,40,0.05113181099295616
1,2,1,0.14383508265018463
1,1,22,0.008895128965377808
1,1,1,0.25184401869773865
1,1,8,0.02968844585120678
2,1,1,0.22843718528747559
1,1,55,0.007651945576071739
2,2,1,0.3178138732910156
1,1,57,0.030138950794935226
1,1,5,0.03746919333934784
2,1,2,0.11076676100492477
1,1,3,0.07411523908376694
1,1,34,0.0875103771686554
2,2,1,0.015802759677171707
1,1,17,0.06427261233329773
1,2,1,0.14237596094608307
2,2,1,0.0871310904622078
2,2,1,0.08294984698295593
2,1,1,0.18301743268966675
1,1,1,0.0588165782392025
2,2,1,0.11992108076810837
1,1,1,0.28485724329948425
1,1,25,0.00013066139945294708
1,1,16,0.09815563261508942
2,1,1,0.339333713054657
2,1,1,0.3052937090396881
1,1,12,0.022166142240166664
1,1,58,0.2653864920139313
1,1,2,0.06750371307134628
1,1,34,0.062049899250268936
1,1,14,0.0013866263907402754
1,1,1,0.30334579944610596
1,1,30,0.010944305919110775
2,2,1,0.17089158296585083
1,1,21,0.00019188341684639454
1,2,1,0.2658286988735199
1,1,1,0.20777373015880585
2,2,2,0.21200056374073029
2,2,1,0.24914999306201935
1,1,22,0.09306365996599197
1,1,1,0.00983504019677639
1,1,7,0.1405114382505417
1,2,1,0.03736373409628868
1,1,25,0.020759401842951775
2,2,1,0.10138634592294693
1,2,1,0.12173930555582047
1,1,28,0.10314645618200302
1,1,1,0.28937119245529175
1,1,1,0.21491160988807678
2,1,1,0.18724389374256134
1,1,63,0.07073661684989929
1,1,10,0.0747901201248169
1,2,1,0.2832419276237488
2,2,1,0.436710923910141
2,1,15,0.06384129822254181
1,2,1,0.11183818429708481
2,1,1,0.24553517997264862
1,1,27,0.038038238883018494
1,1,5,0.08298768848180771
1,1,71,0.06011071056127548
1,1,27,0.06978121399879456
1,1,22,0.03735620528459549
2,2,1,0.0017364390660077333
1,1,1,0.3889756202697754
1,2,1,0.043848659843206406
3,2,1,0.08542709797620773
2,1,2,0.02933618053793907
2,2,1,0.005359376780688763
2,2,33,0.04372856393456459
2,1,7,0.039361316710710526
2,2,1,0.020565534010529518
1,1,6,0.013936826027929783
1,1,15,0.015839917585253716
2,1,1,0.14502494037151337
2,2,1,0.054478053003549576
1,1,1,0.2719966173171997
1,1,1,0.37057751417160034
1,1,1,0.09118203073740005
1,1,1,0.1597590297460556
2,2,1,0.0061210994608700275
1,1,1,0.1973692923784256
1,1,39,0.06520599871873856
1,1,38,0.06671155244112015
1,1,3,0.23123198747634888
1,1,21,0.02486727200448513
1,1,26,0.010252117179334164
1,1,42,0.041633252054452896
2,1,4,0.014479923993349075
3,2,1,0.15051357448101044
2,2,1,0.1360894739627838
2,2,1,0.20903675258159637
1,1,60,0.006048101466149092
3,3,1,0.10738470405340195
1,1,49,0.07219067215919495
2,2,1,0.21831762790679932
2,1,1,0.02035241387784481
2,2,1,0.15882736444473267
2,2,1,0.18909864127635956
2,2,1,0.15119320154190063
1,1,22,0.00020073421183042228
1,1,30,0.006939978338778019
2,1,1,0.15839239954948425
2,2,1,0.14493846893310547
1,1,12,9.999659232562408e-05
1,1,37,0.006018111947923899
1,1,7,0.04620997980237007
1,1,80,0.14368054270744324
1,1,36,0.0001606694277143106
2,2,1,0.2025228589773178
1,1,1,0.417614609003067
1,1,1,0.384528249502182
2,2,1,0.17933814227581024
1,1,2,0.030025018379092216
2,2,1,0.067527174949646
2,1,1,0.07356267422437668
1,1,28,0.12037469446659088
1,1,32,0.0011551480274647474
2,1,1,0.3045681416988373
2,2,1,0.2498917579650879
2,2,4,0.08149629831314087
3,3,1,0.001788447261787951
1,1,64,0.0026639157440513372
2,2,1,0.07098384946584702
1,1,1,0.06112402305006981
1,1,1,0.32875046133995056
1,1,4,0.03359968215227127
1,1,11,0.010225901380181313
2,2,1,0.39662760496139526
2,2,1,0.22982972860336304
1,1,1,0.2708475589752197
2,2,2,0.004682585131376982
1,1,64,0.07468488812446594
2,1,4,0.10670533776283264
2,1,1,0.022615952417254448
2,2,1,0.014606636017560959
1,1,4,0.05819040536880493
2,2,1,0.05858926475048065
1,1,40,0.00025439122691750526
1,1,64,0.00793661829084158
1,1,66,0.024499552324414253
3,3,1,0.017954561859369278
2,1,2,6.828923505963758e-05
1,1,5,7.661657582502812e-05
1,1,1,0.03726266697049141
1,1,1,0.14478497207164764
1,1,1,0.5314826369285583
2,2,1,0.22480133175849915
1,1,1,0.23418846726417542
3,2,1,0.1908070594072342
2,2,14,0.00014131101488601416
1,1,1,0.14842763543128967
1,1,32,0.052620016038417816
3,3,3,0.027461428195238113
1,1,3,0.06564792990684509
2,2,2,0.12920023500919342
1,1,1,0.3670880198478699
2,2,1,0.31279516220092773
3,3,1,0.3002895712852478
2,1,1,0.07916951179504395
2,2,1,0.12276842445135117
1,1,1,0.12327636778354645
1,1,1,0.13326917588710785
2,2,1,0.3387479782104492
1,1,8,0.03692522644996643
2,2,1,0.032786015421152115
1,1,55,0.0020904026459902525
1,1,6,0.10452225059270859
1,1,19,0.021140193566679955
1,1,25,0.0030796413775533438
1,1,1,0.1699041873216629
1,2,11,0.02363778091967106
2,2,1,0.10362695902585983
1,1,18,0.04266594722867012
2,2,1,0.16684044897556305
1,1,58,0.07797858864068985
2,2,1,0.1862729787826538
1,1,90,0.41242507100105286
1,1,14,0.0772399976849556
1,1,3,0.036698732525110245
1,1,50,0.19452248513698578
1,1,26,0.040189228951931
1,1,50,0.02629276178777218
1,1,34,0.0015941679012030363
1,1,77,0.09761513024568558
3,3,1,0.31266507506370544
2,2,1,0.009591459296643734
2,2,1,0.24544629454612732
2,3,1,0.05530964955687523
2,2,1,0.033734746277332306
2,1,1,0.06083535775542259
2,1,5,0.10406024754047394
1,1,55,0.06758404523134232
1,1,1,0.33125659823417664
2,2,1,0.23195749521255493
2,2,1,0.17735986411571503
1,1,9,0.014202306978404522
2,2,1,0.03355931118130684
1,2,1,0.3469916880130768
1,1,1,0.42443183064460754
1,1,46,0.04643965885043144
1,1,23,0.01104783732444048
1,1,5,0.048519499599933624
2,2,1,0.05137583985924721
1,1,1,0.21907292306423187
1,1,1,0.13461269438266754
2,2,1,0.08678530901670456
2,2,1,0.3187256455421448
1,1,1,0.2843075394630432
2,2,1,0.12388065457344055
2,2,1,0.03579093515872955
3,2,1,0.17763751745224
1,1,1,0.018355444073677063
1,1,45,0.023540308699011803
1,1,1,0.2699047029018402
2,2,1,0.03401489555835724
1,1,1,0.21339131891727448
1,1,40,0.06894667446613312
1,1,4,0.057730432599782944
3,3,1,0.05734257400035858
1,2,2,0.06746482104063034
2,2,1,0.01740185171365738
1,1,1,0.4675750732421875
1,1,51,0.42206406593322754
1,1,49,0.043013375252485275
1,1,27,0.02154386229813099
2,2,1,0.16385295987129211
2,2,2,0.04814232140779495
1,1,26,0.0528440922498703
1,1,4,0.031168131157755852
1,2,1,0.10670939832925797
1,1,50,0.0030589872039854527
2,2,1,0.26780232787132263
2,2,5,8.148420602083206e-05
1,1,8,0.7375386953353882
1,1,41,0.00021661950449924916
3,3,1,0.29670584201812744
1,1,61,0.06715293973684311
2,2,1,0.1156165599822998
2,2,1,0.03827228769659996
2,1,1,0.2477843463420868
3,2,1,0.07965900748968124
2,1,1,0.048844702541828156
2,2,1,0.2582237124443054
3,2,1,0.04632144048810005
3,2,1,0.08795233815908432
3,3,1,0.2537948489189148
1,1,37,0.013514624908566475
1,1,1,0.17797039449214935
1,1,4,0.20942841470241547
1,1,18,0.0006350585026666522
2,2,1,0.07346484810113907
3,2,1,0.06357306987047195
1,2,1,0.39396539330482483
1,1,23,0.01679660752415657
1,2,1,0.08167947083711624
1,1,53,0.00038897120975889266
1,1,39,0.049657199531793594
1,1,56,0.05467529222369194
1,1,22,0.015838420018553734
1,1,23,0.0855320543050766
1,1,5,0.025373201817274094
1,1,3,0.2292049676179886
2,2,1,0.022226758301258087
2,2,6,0.059883493930101395
2,2,1,0.5345228314399719
1,1,1,0.32053142786026
1,1,1,0.6078912019729614
1,1,1,0.29461637139320374
2,2,1,0.23084589838981628
3,3,1,0.018626561388373375
3,3,1,0.1774388700723648
3,3,1,0.011717728339135647
1,1,55,0.13195988535881042
2,2,1,0.23092631995677948
2,1,2,0.07935672998428345
1,1,11,0.032630935311317444
1,2,1,0.11447073519229889
1,1,11,0.003578790230676532
2,2,1,0.029694413766264915
2,2,1,0.07190553098917007
1,2,1,0.04956551641225815
1,1,1,0.14625942707061768
1,1,2,0.15155817568302155
2,1,3,0.07378588616847992
1,1,72,0.08235076814889908
1,2,1,0.06760012358427048
1,1,20,0.03483738750219345
2,1,1,0.03554505854845047
1,1,31,0.0817539244890213
2,2,6,0.07818611711263657
1,1,43,0.9900000095367432
2,2,1,0.11968601495027542
2,2,3,0.05929618701338768
1,1,51,0.02474895492196083
2,2,3,0.05778518691658974
2,2,1,0.1886744350194931
3,3,1,0.019487351179122925
1,1,1,0.15836195647716522
1,1,2,0.014031929895281792
2,2,5,0.08324450999498367
3,2,1,0.18772773444652557
1,1,3,0.12576135993003845
2,2,1,0.03874405473470688
2,2,1,0.13211311399936676
2,2,1,0.5448877811431885
2,2,1,0.10506477952003479
1,1,35,0.011120744980871677
1,2,1,0.055093031376600266
2,2,1,0.15195688605308533
1,1,25,0.03069446235895157
1,1,1,0.43973350524902344
2,2,1,0.04861844703555107
3,3,1,0.004719301126897335
1,1,2,0.0732053890824318
3,3,1,0.08715483546257019
1,1,41,0.000317198020638898
2,2,1,0.0467892624437809
1,2,1,0.1286637932062149
1,1,89,0.025818878784775734
1,1,67,0.6368409395217896
3,2,1,0.02973361127078533
1,2,10,0.06767886132001877
1,1,31,0.09300702065229416
1,1,1,0.2999360263347626
1,1,71,0.25523048639297485
2,2,1,0.029611609876155853
2,2,1,0.029473358765244484
2,2,1,0.09777771681547165
2,2,1,0.17024007439613342
1,1,11,0.0035913456231355667
2,2,1,0.02605484053492546
2,3,1,0.0888437032699585
2,2,1,0.032139621675014496
1,1,31,0.008026587776839733
1,1,16,0.009859918616712093
2,2,1,0.015351584181189537
1,1,1,0.31900131702423096
1,1,50,0.18243487179279327
1,2,2,0.19313287734985352
1,2,1,0.3553221523761749
2,1,1,0.41639381647109985
2,2,1,0.06194671615958214
1,1,1,0.027808429673314095
1,1,2,0.011731050908565521
1,1,24,0.00028468153323046863
2,2,1,0.19790612161159515
2,2,1,0.3159480392932892
1,1,1,0.6510016322135925
1,1,3,0.03571159020066261
2,1,1,0.14717549085617065
1,1,20,0.013433557003736496
1,1,4,0.9999979734420776
1,1,7,0.07658040523529053
1,1,31,0.02334042638540268
1,1,3,0.12166696041822433
1,1,25,0.0685916319489479
2,2,1,0.28892454504966736
1,1,38,0.05936097726225853
1,1,27,0.034554220736026764
1,1,35,0.17054453492164612
1,1,2,0.06619071960449219
1,1,39,0.044752005487680435
2,2,1,0.4769866466522217
2,2,1,0.058609262108802795
3,3,1,0.04278405010700226
1,1,35,0.03162688761949539
1,1,44,0.03596274554729462
1,1,1,0.007292262278497219
1,1,33,0.050655659288167953
1,1,19,0.05420001596212387
1,1,24,0.08325448632240295
1,1,49,0.05372075363993645
1,1,1,0.45091015100479126
2,2,1,0.13988235592842102
2,2,1,0.04901235178112984
2,1,7,0.007651297375559807
2,2,2,0.17439816892147064
3,3,1,0.22439926862716675
2,2,1,0.13047094643115997
1,1,1,0.016776178032159805
1,1,1,0.11752571910619736
1,1,1,0.24097248911857605
1,1,1,0.6919436454772949
1,1,1,0.02412588894367218
1,1,25,0.08335240185260773
2,2,1,0.3268268406391144
1,1,1,0.40493306517601013
3,3,1,0.020481757819652557
1,1,3,0.0074628135189414024
1,1,1,0.6333733797073364
3,2,1,0.020538436248898506
1,1,44,0.9900000095367432
1,1,1,0.12230367213487625
2,1,1,0.07426396757364273
1,1,22,0.006078350357711315
1,1,57,0.035532448440790176
2,1,1,0.09326547384262085
2,1,1,0.3237292468547821
2,2,1,0.02028660848736763
2,1,1,0.2805139124393463
2,2,1,0.1418430358171463
2,2,2,0.17536133527755737
2,2,1,0.019223401322960854
1,1,8,0.11402978748083115
1,1,50,0.026021430268883705
2,2,1,0.16824971139431
1,1,30,0.11448532342910767
2,2,1,0.07799067348241806
1,1,1,0.03619487211108208
2,1,1,0.22173288464546204
1,1,9,0.018828976899385452
1,1,46,0.005990023724734783
1,2,2,0.20701666176319122
2,2,1,0.09054194390773773
2,2,3,0.06746387481689453
1,1,39,0.07663007080554962
1,1,26,0.02002367377281189
1,1,20,0.0002027239534072578
1,1,43,0.000439771160017699
1,2,1,0.0144323306158185
2,2,1,0.11102661490440369
1,1,1,0.3854467570781708
1,1,11,9.290273737860844e-05
1,2,1,0.2796293795108795
1,1,8,0.06960557401180267
1,2,3,0.000940370315220207
1,1,16,0.022319933399558067
2,3,1,0.17899984121322632
1,1,77,0.08544643968343735
1,1,49,0.0015642368234694004
2,1,5,0.0023246295750141144
2,2,1,0.23309993743896484
1,1,4,0.16983121633529663
1,1,28,0.04608197137713432
3,2,1,0.06722807884216309
2,2,1,0.30636727809906006
1,1,18,0.060804907232522964
2,2,1,0.2234102338552475
1,1,16,0.054811544716358185
1,2,1,0.11708323657512665
1,1,32,0.021571606397628784
1,1,1,0.3611573278903961
1,2,4,0.04199793562293053
2,2,1,0.2674848139286041
1,1,47,0.0004847267409786582
1,2,1,0.31066596508026123
1,1,38,0.01619260385632515
3,2,1,0.013608427718281746
2,2,1,0.25615444779396057
1,1,13,0.015427852980792522
1,1,1,0.14863146841526031
2,2,2,0.18990911543369293
1,1,26,0.019977545365691185
1,1,37,0.0070520867593586445
1,1,39,0.04297928512096405
1,2,1,4.697419353760779e-05
2,2,1,0.0026684338226914406
1,1,12,0.032440826296806335
3,3,1,0.0998496562242508
2,2,1,0.19106845557689667
2,1,1,0.05452558398246765
2,2,1,0.039695173501968384
1,1,60,0.03454878181219101
2,2,1,0.020381804555654526
1,2,1,0.05838586017489433
3,2,1,0.32491201162338257
1,2,8,0.02948688343167305
1,1,2,0.09566482901573181
3,3,1,0.11284486949443817
2,2,1,0.05156346783041954
2,2,1,0.19131465256214142
1,1,15,0.006623763591051102
1,1,1,0.22264276444911957
1,1,31,0.0005893580382689834
1,1,48,0.006517958827316761
2,2,1,0.11366009712219238
1,1,34,0.0012996705481782556
2,1,1,0.0676405131816864
1,1,37,0.013133603148162365
1,1,44,0.048147052526474
2,2,1,0.029815249145030975
2,1,9,0.013250686228275299
2,2,1,0.2521834969520569
1,1,1,0.09774221479892731
1,1,48,0.0308674369007349
1,1,1,0.10066892206668854
1,1,1,0.16363510489463806
2,2,1,0.12164093554019928
2,2,1,0.4840722978115082
1,1,43,0.08475616574287415
2,2,1,0.17392617464065552
1,1,8,0.021434489637613297
1,1,1,0.050010014325380325
3,3,1,0.3099905848503113
3,3,1,0.06974177807569504
1,1,39,0.04790462926030159
2,3,1,0.35401833057403564
3,3,1,0.31045863032341003
2,2,1,0.41961750388145447
2,2,2,0.02364611066877842
1,1,54,0.08319397270679474
1,1,69,0.4968354403972626
2,1,1,0.1682920902967453
2,1,1,0.07346868515014648
1,1,1,0.3181248605251312
1,1,1,0.25322526693344116
1,2,1,0.0897294357419014
2,1,1,0.046056345105171204
1,1,5,0.025487316772341728
1,1,50,0.05180318281054497
1,1,8,0.030781978741288185
1,1,34,0.056501857936382294
1,1,59,0.33064061403274536
2,2,1,0.24098889529705048
1,1,10,0.048264600336551666
1,1,21,0.023345984518527985
1,1,6,0.07223309576511383
1,1,1,0.18417853116989136
1,1,5,0.00012076418352080509
2,2,1,0.13043369352817535
2,2,1,0.25781479477882385
3,3,1,0.01574399694800377
1,1,21,0.00036654973519034684
1,1,1,0.19356951117515564
1,1,17,0.0001999531959882006
1,1,1,0.035072825849056244
